EmployeeID,EmployeeName,Age,Gender,Location,Department,Role,YearsAtCompany,DateOfJoining,YearsInCurrentRole,EducationLevel,MonthlySalaryINR,WorkHoursPerWeek,ProjectsHandled,TrainingHoursLastYear,SickLeavesLastYear,OvertimeHoursLastMonth,ManagerRating,DisciplinaryNotices,PolicyViolationsLastYear,PerformanceRating,PromotionLast2Years,ComplianceRiskLevel,AttritionRisk
2173,Amit Pandey,30,Female,Ahmedabad,IT Support,Team Lead,8,12/11/2017,1,Bachelor,114024,54,10,43,6,28,5,2,1,2,No,High,High
2174,Ankit Naidu,30,Female,Hyderabad,Legal,Analyst,2,11/5/2023,0,Bachelor,30862,50,7,78,7,13,4,0,0,3,Yes,Low,Low
2175,Sanjay Iyer,40,Male,Gurgaon,Engineering,Analyst,0,9/4/2025,0,Diploma,37765,51,11,10,6,18,2,0,0,1,No,Low,Medium
2176,Pooja Tiwari,49,Female,Delhi,Engineering,Team Lead,9,9/4/2016,1,Diploma,105772,52,2,4,13,14,4,1,0,2,Yes,Low,Low
2177,Kavita Sharma,51,Male,Noida,HR,Manager,15,10/3/2010,2,Master,170465,58,11,111,13,13,5,0,0,4,Yes,Low,Low
2178,Ritu Mehta,45,Female,Ahmedabad,Operations,Senior Engineer,7,8/3/2018,5,Bachelor,138913,44,9,54,13,25,3,2,0,2,No,Medium,Low
2179,Nisha Naidu,26,Female,Chennai,Finance,Analyst,1,12/22/2024,1,Bachelor,49998,55,11,105,5,28,3,3,1,1,No,High,High
2180,Sneha Joshi,26,Male,Ahmedabad,IT Support,Engineer,2,8/24/2023,0,Bachelor,60584,42,6,50,7,34,3,1,0,2,No,Medium,Medium
2181,Riya Bansal,38,Female,Ahmedabad,Operations,Senior Engineer,5,8/4/2020,1,Bachelor,107971,43,5,68,7,23,3,0,0,1,Yes,Low,Medium
2182,Ritu Chatterjee,48,Female,Mumbai,Compliance,Team Lead,6,9/17/2019,4,Master,135150,53,3,41,14,33,3,0,0,2,No,Low,Medium
2183,Gaurav Tiwari,35,Male,Chennai,Operations,Manager,8,12/8/2017,1,PhD,152701,43,11,84,5,10,4,0,0,2,No,Low,Medium
2184,Sanjay Verma,36,Female,Bangalore,Finance,Senior Engineer,9,8/22/2016,1,Diploma,90941,50,11,75,14,0,3,0,1,2,No,Medium,Low
2185,Karan Tripathi,45,Male,Bangalore,IT Support,Manager,10,11/20/2015,1,Master,213744,45,7,95,3,24,2,1,1,2,No,Medium,Medium
2186,Varun Banerjee,26,Female,Delhi,Legal,Analyst,3,11/9/2022,2,Bachelor,48928,47,5,14,10,2,5,0,0,2,Yes,Low,Medium
2187,Riya Tiwari,44,Female,Pune,Sales,Analyst,0,8/13/2025,0,Bachelor,49673,49,3,8,7,39,3,0,2,1,No,Medium,Medium
2188,Meena Iyer,29,Female,Delhi,Legal,Engineer,1,10/5/2024,0,Bachelor,82135,40,9,73,2,30,1,0,0,2,Yes,Low,Low
2189,Seema Singh,32,Male,Delhi,Marketing,Manager,9,11/10/2016,3,Master,186095,51,1,50,14,18,4,0,0,1,No,Low,Medium
2190,Pallavi Singh,41,Male,Bangalore,IT Support,Analyst,2,12/19/2023,1,Bachelor,52040,41,3,42,12,20,2,2,0,1,No,Medium,Medium
2191,Meena Naidu,59,Female,Delhi,HR,Manager,15,1/3/2011,2,Master,162290,46,2,73,2,1,5,1,0,3,Yes,Low,Medium
2192,Rahul Mishra,54,Female,Noida,Marketing,Manager,15,12/2/2010,3,Bachelor,144538,42,4,61,9,22,5,1,1,3,No,High,Low
2193,Akash Joshi,49,Other,Mumbai,Marketing,Team Lead,9,1/5/2017,2,Diploma,120272,46,8,13,5,20,4,1,0,3,Yes,Low,Low
2194,Neha Mukherjee,43,Male,Pune,Compliance,Engineer,3,8/7/2022,0,Master,84174,52,9,64,4,13,3,1,0,1,No,Medium,Medium
2195,Amit Joshi,45,Other,Bangalore,IT Support,Engineer,3,1/1/2023,0,Bachelor,65510,50,6,20,10,4,4,1,0,2,No,Low,Low
2196,Manish Kumar,33,Female,Noida,Engineering,Analyst,0,1/20/2026,0,Master,46649,40,1,62,3,26,3,1,0,1,No,Medium,Medium
2197,Manish Rao,39,Male,Noida,Legal,Senior Engineer,8,9/9/2017,5,Bachelor,126368,57,11,24,6,4,4,0,0,2,No,Medium,Low
2198,Simran Deshpande,38,Female,Ahmedabad,Marketing,Team Lead,8,12/3/2017,0,Diploma,149795,53,8,60,14,37,3,0,0,2,Yes,Low,Low
2199,Deepak Chatterjee,37,Female,Mumbai,Finance,Engineer,3,1/11/2023,0,Diploma,85887,41,6,45,13,4,2,0,1,1,No,Low,Medium
2200,Suresh Bansal,22,Male,Pune,Engineering,Analyst,0,12/30/2025,0,Bachelor,36056,43,10,98,8,8,1,1,0,1,No,Low,High
2201,Meena Naidu,52,Female,Gurgaon,IT Support,Manager,11,12/28/2014,4,Bachelor,219456,50,7,20,2,0,2,1,1,2,No,Medium,Low
2202,Swati Rao,47,Male,Bangalore,Engineering,Senior Engineer,4,9/22/2021,3,Bachelor,118749,40,1,110,1,11,2,0,1,2,No,Medium,Low
2203,Ankit Tripathi,38,Male,Hyderabad,Finance,Senior Engineer,5,9/19/2020,5,Bachelor,112801,59,5,44,4,16,2,0,0,2,Yes,Medium,Low
2204,Swati Verma,53,Female,Ahmedabad,Compliance,Senior Manager,21,12/4/2004,3,Master,187624,58,1,86,14,39,5,0,0,2,Yes,Low,Low
2205,Sneha Mehta,22,Male,Mumbai,IT Support,Executive,0,9/14/2025,0,Diploma,31340,41,1,108,0,27,3,0,1,1,No,Low,Medium
2206,Shweta Verma,42,Female,Noida,Legal,Analyst,0,8/10/2025,0,Bachelor,39204,42,3,77,5,6,2,0,0,1,Yes,Low,Medium
2207,Ankit Naidu,31,Male,Delhi,Marketing,Senior Engineer,7,9/26/2018,2,Master,93815,53,5,100,8,30,3,2,0,2,No,Medium,Medium
2208,Akash Chatterjee,46,Female,Delhi,Marketing,Senior Engineer,6,10/3/2019,2,Master,81255,52,3,60,2,27,4,0,1,1,No,Medium,Low
2209,Rahul Joshi,31,Male,Noida,Legal,Executive,2,11/6/2023,1,Diploma,26400,50,4,31,9,27,3,0,0,2,No,Low,Low
2210,Rakesh Reddy,49,Male,Hyderabad,Operations,Senior Engineer,8,11/18/2017,4,Master,117392,50,4,33,11,1,5,1,0,2,No,Medium,Low
2211,Vivek Mukherjee,51,Female,Noida,Marketing,Manager,16,12/27/2009,4,Bachelor,164353,46,8,29,0,34,5,3,1,4,No,High,Medium
2212,Seema Mukherjee,27,Female,Mumbai,Operations,Executive,1,11/28/2024,1,Diploma,20382,40,11,45,9,27,3,2,0,1,No,Medium,High
2213,Seema Mehta,46,Male,Noida,Legal,Team Lead,11,1/8/2015,1,Diploma,141641,49,3,93,9,10,4,1,0,1,No,Medium,Medium
2214,Shweta Reddy,41,Male,Delhi,IT Support,Senior Engineer,6,9/25/2019,1,Diploma,90119,45,3,15,5,6,4,1,1,2,No,Medium,Low
2215,Seema Chatterjee,27,Male,Gurgaon,Sales,Engineer,3,12/24/2022,0,Diploma,80979,43,9,24,3,31,1,0,1,1,No,Low,Medium
2216,Sunita Naidu,43,Female,Chennai,Engineering,Manager,11,9/21/2014,2,Diploma,162132,45,1,47,11,17,4,0,0,2,Yes,Low,Low
2217,Sneha Kulkarni,53,Male,Delhi,IT Support,Team Lead,11,10/28/2014,0,Bachelor,123157,43,1,27,10,19,4,1,0,2,No,Low,Medium
2218,Meena Tripathi,32,Female,Ahmedabad,Sales,Executive,2,11/12/2023,0,Bachelor,32259,51,7,81,9,14,3,0,1,2,No,Medium,Low
2219,Ritu Saxena,38,Male,Ahmedabad,Legal,Engineer,4,11/4/2021,4,Master,63234,47,9,6,10,7,4,0,1,2,No,Medium,Low
2220,Swati Tripathi,36,Male,Chennai,Sales,Engineer,2,1/12/2024,1,Bachelor,71730,40,6,40,1,39,3,0,1,3,No,Low,Low
2221,Pooja Tiwari,39,Female,Mumbai,Sales,Engineer,2,12/2/2023,2,Diploma,75268,52,6,117,3,31,3,1,0,2,No,Medium,Low
2222,Akash Singh,25,Female,Hyderabad,HR,Engineer,3,12/6/2022,1,Bachelor,45567,46,3,49,14,29,3,0,0,1,No,Low,Medium
2223,Gaurav Patel,35,Male,Delhi,Sales,Senior Engineer,9,8/12/2016,2,Master,133737,41,1,71,6,16,3,0,0,1,No,Low,Medium
2224,Ashish Reddy,46,Female,Mumbai,Legal,Team Lead,8,8/30/2017,0,Bachelor,116294,59,4,71,3,31,4,0,0,2,Yes,Low,Low
2225,Vivek Gupta,34,Female,Bangalore,Finance,Team Lead,11,11/9/2014,4,Bachelor,114812,58,9,49,5,16,4,0,0,3,Yes,Medium,Low
2226,Sneha Iyer,44,Female,Ahmedabad,HR,Team Lead,12,8/7/2013,2,Master,103423,50,1,35,8,25,4,1,0,3,Yes,Low,Low
2227,Rakesh Mehta,41,Male,Bangalore,Marketing,Analyst,2,10/6/2023,0,Master,51869,51,11,1,9,34,2,0,0,1,Yes,Low,Low
2228,Aarti Pandey,31,Female,Ahmedabad,Finance,Senior Engineer,6,8/1/2019,2,Bachelor,106124,43,11,30,12,7,4,0,0,2,No,Low,Low
2229,Deepak Tripathi,38,Female,Chennai,IT Support,Engineer,4,8/31/2021,0,Master,58511,55,1,81,14,26,4,1,0,2,No,Low,High
2230,Manish Kulkarni,45,Female,Delhi,Compliance,Team Lead,10,12/4/2015,4,Bachelor,163681,50,7,84,9,12,3,0,1,1,No,Medium,Medium
2231,Nikhil Singh,55,Male,Gurgaon,Engineering,Senior Manager,16,8/12/2009,3,Diploma,246571,50,2,31,9,12,5,1,1,2,No,Medium,Low
2232,Ritu Tripathi,56,Other,Gurgaon,Marketing,Senior Manager,14,12/31/2011,3,Bachelor,224316,59,2,110,8,30,5,0,1,2,Yes,Medium,Medium
2233,Sanjay Reddy,54,Female,Gurgaon,Legal,Team Lead,10,1/14/2016,5,Diploma,152201,55,7,58,6,4,4,0,0,2,Yes,Low,Low
2234,Anjali Deshpande,35,Male,Mumbai,HR,Team Lead,10,9/29/2015,4,Diploma,115014,54,5,9,10,12,3,2,0,1,Yes,Low,High
2235,Ankit Khanna,30,Male,Noida,HR,Engineer,4,10/13/2021,0,Bachelor,55726,55,5,14,8,21,3,0,2,2,No,Medium,Low
2236,Rekha Kumar,29,Male,Chennai,Marketing,Analyst,3,8/10/2022,2,Bachelor,36178,59,1,3,2,35,3,1,0,2,No,Low,Medium
2237,Anjali Kumar,36,Female,Gurgaon,Compliance,Team Lead,9,8/30/2016,5,Bachelor,161645,58,1,77,0,17,4,0,0,3,Yes,Low,Low
2238,Mohit Naidu,30,Female,Chennai,Operations,Senior Engineer,5,10/8/2020,4,Diploma,122807,45,8,16,5,21,3,2,2,2,No,Medium,Low
2239,Ashish Bansal,33,Male,Gurgaon,Engineering,Team Lead,11,1/16/2015,5,Bachelor,141794,58,4,104,8,39,4,0,0,2,No,Low,Low
2240,Gaurav Mehta,37,Female,Hyderabad,Compliance,Engineer,2,8/4/2023,0,Bachelor,84788,55,3,42,7,26,3,0,0,1,No,Low,High
2241,Karan Bansal,51,Male,Hyderabad,Operations,Manager,10,10/24/2015,1,Bachelor,163534,41,3,46,14,22,3,0,0,2,No,Medium,Medium
2242,Vikas Deshpande,35,Female,Noida,IT Support,Manager,11,10/17/2014,2,Diploma,207761,54,6,100,3,7,5,0,0,4,Yes,Low,Low
2243,Nikhil Sharma,42,Female,Ahmedabad,Legal,Engineer,4,11/28/2021,2,Bachelor,69472,40,3,104,7,19,5,0,0,3,Yes,Low,Medium
2244,Arjun Chatterjee,40,Male,Hyderabad,HR,Team Lead,6,11/9/2019,0,Diploma,150917,40,4,39,11,22,4,0,0,3,No,Low,Low
2245,Varun Reddy,30,Male,Pune,Sales,Senior Engineer,5,7/30/2020,2,Master,108705,47,6,110,14,4,3,0,0,3,Yes,Low,Low
2246,Rahul Khanna,37,Male,Hyderabad,Engineering,Senior Manager,12,12/26/2013,1,Master,249073,49,5,15,13,31,4,0,0,2,No,Low,Low
2247,Arjun Naidu,32,Male,Mumbai,Finance,Senior Engineer,7,8/9/2018,2,Bachelor,121798,49,6,112,6,34,4,0,1,2,No,Low,Low
2248,Simran Malhotra,52,Male,Chennai,Marketing,Team Lead,9,8/11/2016,3,Master,166070,50,10,16,6,24,4,0,0,2,Yes,Low,Low
2249,Seema Gupta,50,Male,Chennai,Engineering,Team Lead,8,9/12/2017,5,Bachelor,139100,47,3,47,3,25,3,0,0,1,No,Low,Low
2250,Deepak Saxena,35,Male,Bangalore,Finance,Engineer,3,1/4/2023,2,Bachelor,69804,52,5,118,0,33,4,2,0,3,Yes,Medium,Low
2251,Anjali Tripathi,39,Male,Chennai,Compliance,Team Lead,8,9/27/2017,1,Bachelor,136489,51,3,93,10,37,4,0,0,3,Yes,Low,Low
2252,Ankit Gupta,40,Male,Pune,IT Support,Team Lead,8,11/25/2017,5,Bachelor,156569,48,9,84,12,7,4,0,1,2,No,Low,Low
2253,Ritu Jain,36,Male,Bangalore,Finance,Senior Engineer,6,10/5/2019,1,Diploma,128260,43,8,25,11,10,3,0,0,2,No,Low,Low
2254,Rohit Tripathi,45,Female,Noida,Legal,Senior Engineer,5,11/17/2020,2,Diploma,100316,46,3,10,5,33,4,0,0,1,No,Low,Medium
2255,Neha Jain,46,Female,Delhi,Sales,Engineer,2,11/5/2023,0,Bachelor,71179,56,3,92,6,0,2,0,0,2,No,Low,Low
2256,Sanjay Tiwari,24,Male,Delhi,Marketing,Engineer,1,1/12/2025,1,PhD,58091,48,1,0,0,34,3,0,0,1,No,Low,Low
2257,Mohit Mishra,38,Female,Pune,Engineering,Senior Engineer,4,8/18/2021,1,Bachelor,118424,42,3,15,5,12,3,0,0,2,No,Low,Medium
2258,Ritu Khanna,34,Female,Ahmedabad,Sales,Team Lead,6,1/21/2020,1,Bachelor,156086,59,11,5,9,21,3,0,1,2,No,Medium,Low
2259,Manish Chatterjee,35,Male,Ahmedabad,HR,Senior Engineer,9,12/17/2016,1,Bachelor,95226,45,5,8,0,31,5,0,0,3,Yes,Medium,Low
2260,Seema Ghosh,29,Female,Gurgaon,Legal,Analyst,0,1/4/2026,0,Diploma,42826,57,10,42,9,12,2,1,0,2,No,Medium,Medium
2261,Rekha Kulkarni,50,Female,Mumbai,Operations,Team Lead,9,10/6/2016,2,Master,125634,44,9,66,12,16,5,0,0,2,No,Low,Low
2262,Vivek Gupta,32,Female,Delhi,Marketing,Engineer,4,10/17/2021,2,Master,85022,44,6,23,10,28,3,0,0,1,Yes,Low,Medium
2263,Shweta Verma,39,Female,Mumbai,Compliance,Engineer,1,12/13/2024,1,Bachelor,77982,46,11,75,4,22,3,0,0,2,No,Low,Low
2264,Neha Iyer,34,Male,Hyderabad,Compliance,Analyst,2,10/6/2023,0,Master,57326,57,10,83,4,18,2,0,0,1,Yes,Medium,Medium
2265,Rakesh Jain,30,Male,Chennai,Legal,Engineer,2,11/13/2023,2,Master,71960,55,8,97,10,21,3,2,0,1,No,Medium,Medium
2266,Rahul Das,55,Male,Pune,Legal,Manager,12,9/10/2013,2,Bachelor,189361,48,6,4,1,10,5,0,0,3,Yes,Low,Low
2267,Vikas Pandey,42,Male,Mumbai,Finance,Team Lead,7,8/5/2018,2,Bachelor,157953,46,2,63,13,31,3,0,1,2,No,Low,Low
2268,Ritu Gupta,46,Female,Gurgaon,Operations,Senior Engineer,9,10/24/2016,1,Bachelor,130674,56,8,9,6,5,3,0,0,2,Yes,Low,Low
2269,Tanya Mishra,29,Female,Gurgaon,IT Support,Analyst,0,1/9/2026,0,Bachelor,48460,56,3,45,3,22,3,1,0,2,No,Low,Low
2270,Anjali Gupta,32,Female,Noida,Finance,Team Lead,8,12/29/2017,2,Bachelor,124062,59,6,36,12,9,4,0,2,2,No,Medium,Medium
2271,Ritu Mishra,25,Male,Mumbai,Engineering,Analyst,3,12/1/2022,0,Bachelor,54158,45,6,45,8,24,2,0,1,1,Yes,Low,Medium
2272,Deepak Reddy,43,Female,Bangalore,IT Support,Senior Engineer,4,8/17/2021,2,Master,81577,48,2,8,2,29,3,0,0,1,No,Low,High
2273,Amit Bansal,50,Female,Chennai,Engineering,Manager,8,9/12/2017,2,Bachelor,164284,48,9,72,13,38,4,0,0,3,No,Low,Low
2274,Swati Iyer,32,Female,Gurgaon,Marketing,Team Lead,10,10/1/2015,5,PhD,164705,57,3,62,12,13,5,1,0,3,Yes,Low,Low
2275,Shweta Mukherjee,31,Male,Gurgaon,Legal,Senior Engineer,6,8/25/2019,4,Diploma,84119,56,2,60,3,19,4,0,0,2,No,Low,Medium
2276,Sanjay Verma,40,Female,Noida,Operations,Engineer,1,1/18/2025,1,Bachelor,85024,40,8,21,12,13,3,0,0,1,No,Low,Medium
2277,Meena Kulkarni,40,Female,Hyderabad,Engineering,Senior Engineer,7,7/29/2018,4,Bachelor,125441,52,7,49,4,10,3,0,0,3,Yes,Low,Low
2278,Sneha Patel,31,Male,Bangalore,HR,Engineer,3,10/21/2022,0,Bachelor,84294,49,8,72,2,24,5,1,1,2,No,High,Low
2279,Priya Jain,33,Male,Mumbai,Legal,Team Lead,8,1/2/2018,4,Bachelor,151588,58,3,30,7,35,3,0,1,1,No,Low,High
2280,Suresh Kumar,38,Male,Ahmedabad,HR,Senior Engineer,4,11/1/2021,2,Master,105214,44,8,9,7,4,3,0,0,2,Yes,Low,Low
2281,Pooja Saxena,39,Female,Bangalore,Marketing,Analyst,3,8/17/2022,3,Diploma,40777,45,4,8,9,13,2,0,0,1,No,Low,High
2282,Aarti Das,43,Male,Ahmedabad,IT Support,Engineer,3,11/4/2022,2,Bachelor,74058,54,1,70,3,31,3,1,0,1,No,Medium,Medium
2283,Aarti Naidu,44,Other,Pune,Engineering,Engineer,2,12/30/2023,0,Bachelor,82070,42,7,51,14,21,3,0,1,1,No,Medium,Medium
2284,Kavita Malhotra,25,Female,Delhi,Legal,Engineer,3,11/9/2022,3,Bachelor,83412,43,7,109,12,14,2,0,0,1,Yes,Low,Medium
2285,Akash Naidu,37,Male,Delhi,Finance,Executive,0,1/10/2026,0,Bachelor,39497,41,1,117,11,18,3,1,0,2,No,Low,Medium
2286,Neha Jain,39,Female,Bangalore,Legal,Senior Engineer,9,10/5/2016,0,Master,112059,54,1,87,4,0,3,2,0,2,No,Medium,Medium
2287,Karan Pandey,44,Female,Bangalore,Sales,Executive,1,8/29/2024,1,Master,26059,47,7,58,10,39,3,1,0,1,No,Medium,Medium
2288,Rahul Jain,26,Female,Pune,Legal,Engineer,4,11/30/2021,1,Bachelor,57309,50,3,97,8,36,3,2,1,1,No,Medium,Medium
2289,Rohit Sharma,40,Male,Bangalore,Finance,Engineer,1,8/4/2024,0,Diploma,75557,57,2,81,0,25,3,0,1,2,No,Low,Medium
2290,Rahul Deshpande,37,Female,Delhi,Finance,Engineer,3,12/23/2022,3,Master,67229,58,1,12,12,9,3,1,0,2,No,Low,Medium
2291,Seema Chatterjee,56,Female,Ahmedabad,Operations,Senior Manager,23,10/20/2002,5,Bachelor,181558,56,8,58,9,5,5,0,1,2,No,Low,Medium
2292,Pooja Naidu,32,Female,Noida,Legal,Analyst,2,9/2/2023,0,Bachelor,35052,59,8,50,12,32,3,1,0,2,Yes,Low,Medium
2293,Sunita Agarwal,48,Male,Mumbai,Legal,Manager,12,11/13/2013,4,Diploma,150207,54,11,116,8,27,4,0,0,2,Yes,Low,Medium
2294,Akash Patel,37,Female,Mumbai,HR,Senior Engineer,5,12/14/2020,5,Bachelor,139328,54,1,115,4,8,3,0,1,2,Yes,Medium,Low
2295,Mohit Banerjee,35,Female,Chennai,Sales,Manager,12,12/29/2013,3,Bachelor,216535,51,5,10,14,26,3,2,1,1,No,Medium,Medium
2296,Rekha Chatterjee,41,Female,Bangalore,Compliance,Manager,15,1/11/2011,3,Bachelor,167101,54,10,28,1,6,5,0,1,2,No,Medium,Medium
2297,Ashish Naidu,39,Male,Chennai,Compliance,Engineer,3,11/29/2022,1,Diploma,81166,42,6,0,4,17,3,0,0,2,Yes,Low,Low
2298,Aarti Kulkarni,41,Female,Pune,Finance,Executive,0,8/3/2025,0,Bachelor,26809,54,7,104,6,29,2,0,0,1,No,Low,High
2299,Kavita Agarwal,46,Female,Noida,HR,Analyst,3,12/6/2022,0,Bachelor,40428,55,1,80,10,6,3,0,0,1,No,Low,High
2300,Arjun Mehta,31,Male,Hyderabad,Finance,Senior Engineer,6,11/29/2019,2,Master,116892,53,11,104,5,11,3,0,2,2,Yes,High,Low
2301,Sanjay Khanna,41,Male,Mumbai,Marketing,Senior Manager,15,1/11/2011,1,Diploma,283136,54,5,23,14,19,5,0,0,3,Yes,Low,Low
2302,Karan Verma,46,Female,Hyderabad,Marketing,Senior Engineer,9,8/30/2016,0,Bachelor,117056,52,3,47,0,20,4,0,1,2,Yes,Medium,Low
2303,Sanjay Sharma,44,Other,Pune,Operations,Senior Engineer,7,12/7/2018,1,Diploma,132019,47,4,98,14,33,4,1,0,2,No,Medium,Low
2304,Rakesh Das,45,Male,Noida,Compliance,Team Lead,8,10/18/2017,3,Master,130043,53,1,110,6,10,3,0,0,2,Yes,Low,Low
2305,Ritu Iyer,46,Female,Delhi,IT Support,Senior Engineer,8,7/27/2017,5,Bachelor,88145,42,7,35,3,31,4,1,0,2,Yes,Medium,Low
2306,Priya Verma,49,Female,Gurgaon,Engineering,Senior Engineer,6,9/3/2019,1,Bachelor,81838,58,2,118,0,16,5,1,1,2,No,Low,Medium
2307,Vikas Banerjee,44,Male,Chennai,Legal,Senior Engineer,4,10/17/2021,2,Master,87676,45,9,95,6,29,4,0,0,2,Yes,Low,High
2308,Prashant Mishra,40,Other,Noida,Finance,Analyst,1,7/28/2024,1,Diploma,30746,51,6,32,9,19,3,0,2,1,No,High,High
2309,Seema Banerjee,45,Male,Hyderabad,Sales,Executive,2,7/29/2023,1,Diploma,24687,53,3,70,4,13,1,1,1,1,No,High,High
2310,Nisha Mukherjee,29,Male,Hyderabad,HR,Executive,0,8/25/2025,0,Diploma,32820,53,9,85,2,9,3,0,0,2,Yes,Low,Low
2311,Sneha Kulkarni,50,Female,Hyderabad,Operations,Senior Engineer,9,10/25/2016,2,Master,92277,59,5,99,1,20,5,0,1,3,No,Medium,Low
2312,Nisha Verma,38,Female,Pune,Sales,Manager,8,12/21/2017,0,Diploma,149176,43,7,90,13,32,4,0,0,2,Yes,Low,Low
2313,Varun Kumar,36,Female,Gurgaon,IT Support,Manager,14,9/1/2011,4,Bachelor,174192,40,3,26,7,1,4,0,0,2,No,Low,Low
2314,Priya Jain,24,Male,Chennai,Operations,Engineer,1,7/25/2024,1,Bachelor,48810,59,6,23,4,6,2,0,0,1,No,Low,High
2315,Akash Sharma,28,Male,Gurgaon,Sales,Engineer,2,9/9/2023,0,Bachelor,49422,45,9,91,12,29,3,1,2,1,No,High,High
2316,Ritu Chopra,31,Male,Noida,Operations,Engineer,1,10/7/2024,0,Bachelor,83233,58,2,109,4,39,4,0,0,2,No,Low,Medium
2317,Arjun Chatterjee,22,Male,Hyderabad,Marketing,Executive,0,12/2/2025,0,Bachelor,35610,54,9,5,3,4,4,1,0,3,No,Low,Low
2318,Vivek Agarwal,31,Male,Delhi,Compliance,Senior Engineer,5,10/27/2020,4,Bachelor,100080,43,11,28,2,23,4,1,0,2,No,Medium,Medium
2319,Rohit Tripathi,39,Male,Noida,Legal,Engineer,1,8/25/2024,0,Master,48595,50,2,47,6,25,3,0,2,1,No,Medium,Medium
2320,Aarti Mehta,32,Male,Chennai,Sales,Engineer,5,12/21/2020,5,Master,83743,58,6,95,8,38,4,0,0,3,No,Low,Low
2321,Karan Kumar,39,Female,Pune,Operations,Analyst,3,10/2/2022,0,Master,44455,56,11,0,13,27,4,1,0,2,Yes,Low,Low
2322,Amit Bansal,24,Female,Gurgaon,Sales,Analyst,1,7/28/2024,1,Bachelor,38378,59,1,16,4,18,3,0,0,2,No,Low,Low
2323,Prashant Gupta,36,Male,Chennai,IT Support,Analyst,1,8/13/2024,0,Diploma,49003,55,1,60,9,38,3,0,1,1,No,Low,Medium
2324,Sunita Jain,51,Male,Noida,Legal,Senior Manager,18,8/22/2007,3,Bachelor,247812,53,1,87,7,3,5,0,0,3,Yes,Low,Low
2325,Seema Das,37,Male,Ahmedabad,HR,Engineer,2,8/1/2023,1,Bachelor,49619,45,8,98,2,14,4,1,0,3,No,Low,Low
2326,Pooja Agarwal,44,Male,Noida,Legal,Executive,0,9/25/2025,0,Diploma,30992,48,2,102,4,0,3,0,0,1,No,Low,Low
2327,Seema Joshi,45,Male,Hyderabad,Sales,Analyst,2,11/30/2023,2,Bachelor,55620,50,6,72,10,7,2,1,0,1,No,Low,Low
2328,Amit Gupta,40,Female,Chennai,Operations,Senior Engineer,9,12/13/2016,2,Diploma,133094,53,5,0,11,1,3,1,0,2,Yes,Medium,Medium
2329,Ritu Tiwari,39,Female,Pune,Compliance,Analyst,0,8/20/2025,0,Bachelor,47605,50,6,43,10,1,2,1,1,1,No,High,High
2330,Vikas Singh,28,Female,Delhi,HR,Analyst,0,7/30/2025,0,Bachelor,47697,48,8,60,3,36,3,1,1,1,No,Low,High
2331,Ashish Ghosh,47,Female,Bangalore,Compliance,Senior Manager,21,10/22/2004,5,Bachelor,297838,58,5,57,9,15,5,1,0,3,Yes,Medium,Low
2332,Rohit Khanna,32,Male,Pune,Engineering,Senior Engineer,7,1/12/2019,1,Diploma,104237,54,2,103,9,34,3,1,1,1,No,Medium,High
2333,Rahul Malhotra,32,Female,Noida,Finance,Team Lead,9,11/19/2016,0,Bachelor,152712,41,6,21,14,0,4,1,0,4,Yes,Medium,Low
2334,Aarti Das,34,Female,Noida,Legal,Analyst,0,9/3/2025,0,Bachelor,34120,41,8,8,7,2,2,0,2,1,No,Medium,Medium
2335,Anjali Gupta,27,Female,Pune,IT Support,Engineer,1,8/5/2024,1,Diploma,75876,59,3,66,14,26,4,1,0,1,No,Low,Medium
2336,Riya Naidu,34,Male,Hyderabad,Operations,Analyst,0,8/31/2025,0,Diploma,54602,57,9,80,0,17,3,0,0,2,No,Low,Medium
2337,Manish Banerjee,28,Male,Ahmedabad,Legal,Analyst,2,10/15/2023,1,Master,34406,57,2,15,9,14,3,1,0,1,No,Medium,Medium
2338,Tanya Khanna,34,Male,Gurgaon,Sales,Executive,1,7/29/2024,1,Bachelor,27299,59,8,41,0,13,3,0,0,3,No,Low,Low
2339,Vivek Deshpande,25,Female,Mumbai,Engineering,Executive,2,12/25/2023,0,Master,38878,48,5,87,5,24,4,0,0,3,Yes,Low,Medium
2340,Rekha Singh,36,Male,Mumbai,IT Support,Senior Engineer,6,12/25/2019,5,Bachelor,83524,57,4,111,2,11,3,1,0,2,Yes,Low,Medium
2341,Nisha Deshpande,41,Male,Delhi,Marketing,Manager,9,10/7/2016,1,Diploma,194499,58,11,86,9,17,3,0,0,1,No,Low,Low
2342,Simran Das,49,Male,Mumbai,Legal,Team Lead,10,10/1/2015,3,Master,129561,41,5,89,1,0,2,0,1,2,No,Low,Low
2343,Manish Verma,40,Female,Bangalore,Compliance,Team Lead,6,10/14/2019,3,Master,144817,56,2,27,10,10,5,1,1,2,No,High,Low
2344,Seema Das,35,Female,Delhi,Legal,Analyst,3,10/30/2022,0,Master,57449,47,10,106,8,19,3,0,1,2,No,Medium,Low
2345,Mohit Deshpande,44,Other,Bangalore,Compliance,Senior Engineer,8,12/25/2017,2,Bachelor,116233,47,11,65,12,25,4,1,0,4,No,Low,Low
2346,Seema Singh,26,Male,Chennai,Compliance,Analyst,2,12/3/2023,2,Bachelor,32072,54,9,114,11,30,4,2,2,1,No,High,Medium
